mp_id	first_name	last_name	party	constituency	entered_house	left_house
42292	Kate	Kniveton	Con	Burton	2019-12-13	9999-12-31
42652	Danny	Kruger	Con	Devizes	2019-12-13	9999-12-31
42662	Kwasi	Kwarteng	Con	Spelthorne	2019-12-13	9999-12-31
42656	Peter	Kyle	Lab	Hove	2019-12-13	9999-12-31
42120	Eleanor	Laing	Con	Epping Forest	2019-12-13	9999-12-31
42445	Ben	Lake	PC	Ceredigion	2019-12-13	9999-12-31
42515	David	Lammy	Lab	Tottenham	2019-12-13	9999-12-31
42446	John	Lamont	Con	Berwickshire, Roxburgh and Selkirk	2019-12-13	9999-12-31
42294	Robert	Largan	Con	High Peak	2019-12-13	9999-12-31
42693	Pauline	Latham	Con	Mid Derbyshire	2019-12-13	9999-12-31
42093	Ian	Lavery	Lab	Wansbeck	2019-12-13	9999-12-31
42277	Chris	Law	SNP	Dundee West	2019-12-13	9999-12-31
42737	Kim	Leadbeater	Lab	Batley and Spen	2021-07-02	9999-12-31
42724	Andrea	Leadsom	Con	South Northamptonshire	2019-12-13	9999-12-31
42365	Edward	Leigh	Con	Gainsborough	2019-12-13	9999-12-31
42079	Ian	Levy	Con	Blyth Valley	2019-12-13	9999-12-31
42089	Emma	Lewell-Buck	Lab	South Shields	2019-12-13	9999-12-31
42374	Andrew	Lewer	Con	Northampton South	2019-12-13	9999-12-31
42343	Brandon	Lewis	Con	Great Yarmouth	2019-12-13	9999-12-31
42299	Julian	Lewis	Con	New Forest East	2019-12-13	2020-07-14
42162	Clive	Lewis	Lab	Norwich South	2019-12-13	9999-12-31
42729	Julian	Lewis	Independent	New Forest East	2020-07-15	2020-12-29
42747	Julian	Lewis	Con	New Forest East	2020-12-30	9999-12-31
42605	Ian	Liddell-Grainger	Con	Bridgwater and West Somerset	2019-12-13	9999-12-31
42745	Simon	Lightwood	Lab	Wakefield	2022-06-24	9999-12-31
42427	David	Linden	SNP	Glasgow East	2019-12-13	9999-12-31
42397	Tony	Lloyd	Lab	Rochdale	2019-12-13	9999-12-31
42674	Carla	Lockhart	DUP	Upper Bann	2019-12-13	9999-12-31
42677	Chris	Loder	Con	West Dorset	2019-12-13	9999-12-31
42499	Mark	Logan	Con	Bolton North East	2019-12-13	9999-12-31
42616	Rebecca	Long-Bailey	Lab	Salford and Eccles	2019-12-13	9999-12-31
42673	Marco	Longhi	Con	Dudley North	2019-12-13	9999-12-31
42208	Julia	Lopez	Con	Hornchurch and Upminster	2019-12-13	9999-12-31
42569	Jack	Lopresti	Con	Filton and Bradley Stoke	2019-12-13	9999-12-31
42513	Jonathan	Lord	Con	Woking	2019-12-13	9999-12-31
42618	Tim	Loughton	Con	East Worthing and Shoreham	2019-12-13	9999-12-31
42466	Caroline	Lucas	Green	Brighton, Pavilion	2019-12-13	9999-12-31
42619	Holly	Lynch	Lab	Halifax	2019-12-13	9999-12-31
42738	Kenny	MacAskill	Alba	East Lothian	2021-03-26	9999-12-31
42301	Kenny	MacAskill	SNP	East Lothian	2019-12-13	2021-03-25
42668	Craig	Mackinlay	Con	South Thanet	2019-12-13	9999-12-31
42147	Cherilyn	Mackrory	Con	Truro and Falmouth	2019-12-13	9999-12-31
42395	Rachel	Maclean	Con	Redditch	2019-12-13	9999-12-31
42332	Angus	MacNeil	SNP	Na h-Eileanan an Iar	2019-12-13	9999-12-31
42676	Justin	Madders	Lab	Ellesmere Port and Neston	2019-12-13	9999-12-31
42396	Khalid	Mahmood	Lab	Birmingham, Perry Barr	2019-12-13	9999-12-31
42408	Shabana	Mahmood	Lab	Birmingham, Ladywood	2019-12-13	9999-12-31
42256	Alan	Mak	Con	Havant	2019-12-13	9999-12-31
42563	Seema	Malhotra	Lab	Feltham and Heston	2019-12-13	9999-12-31
42594	Kit	Malthouse	Con	North West Hampshire	2019-12-13	9999-12-31
42385	Anthony	Mangnall	Con	Totnes	2019-12-13	9999-12-31
42697	Scott	Mann	Con	North Cornwall	2019-12-13	9999-12-31
42454	Julie	Marson	Con	Hertford and Stortford	2019-12-13	9999-12-31
42469	Rachael	Maskell	Lab	York Central	2019-12-13	9999-12-31
42215	Paul	Maskey	SF	Belfast West	2019-12-13	9999-12-31
42509	Chris	Matheson	Lab	City of Chester	2019-12-13	2022-10-21
42442	Theresa	May	Con	Maidenhead	2019-12-13	9999-12-31
42609	Jerome	Mayhew	Con	Broadland	2019-12-13	9999-12-31
42160	Paul	Maynard	Con	Blackpool North and Cleveleys	2019-12-13	9999-12-31
42207	Steve	McCabe	Lab	Birmingham, Selly Oak	2019-12-13	9999-12-31
42329	Kerry	McCarthy	Lab	Bristol East	2019-12-13	9999-12-31
42377	Karl	McCartney	Con	Lincoln	2019-12-13	9999-12-31
42714	Jason	McCartney	Con	Colne Valley	2019-12-13	9999-12-31
42228	Siobhain	McDonagh	Lab	Mitcham and Morden	2019-12-13	9999-12-31
42084	Andy	McDonald	Lab	Middlesbrough	2019-12-13	9999-12-31
42456	Stuart	McDonald	SNP	Cumbernauld, Kilsyth and Kirkintilloch East	2019-12-13	9999-12-31
42459	Stewart	McDonald	SNP	Glasgow South	2019-12-13	9999-12-31
42281	John Martin	McDonnell	Lab	Hayes and Harlington	2019-12-13	9999-12-31
42265	Pat	McFadden	Lab	Wolverhampton South East	2019-12-13	9999-12-31
42125	Conor	McGinn	Lab	St Helens North	2019-12-13	9999-12-31
42176	Alison	McGovern	Lab	Wirral South	2019-12-13	9999-12-31
42088	Catherine	McKinnell	Lab	Newcastle upon Tyne North	2019-12-13	9999-12-31
42405	Anne	McLaughlin	SNP	Glasgow North East	2019-12-13	9999-12-31
42496	Jim	McMahon	Lab	Oldham West and Royton	2019-12-13	9999-12-31
42462	Anna	McMorrin	Lab	Cardiff North	2019-12-13	9999-12-31
42441	John	McNally	SNP	Falkirk	2019-12-13	9999-12-31
42170	Stephen	McPartland	Con	Stevenage	2019-12-13	9999-12-31
42306	Esther	McVey	Con	Tatton	2019-12-13	9999-12-31
42157	Ian	Mearns	Lab	Gateshead	2019-12-13	9999-12-31
42098	Mark	Menzies	Con	Fylde	2019-12-13	9999-12-31
42686	Johnny	Mercer	Con	Plymouth, Moor View	2019-12-13	9999-12-31
42511	Huw	Merriman	Con	Bexhill and Battle	2019-12-13	9999-12-31
42240	Stephen	Metcalfe	Con	South Basildon and East Thurrock	2019-12-13	9999-12-31
42379	Ed	Miliband	Lab	Doncaster North	2019-12-13	9999-12-31
42262	Robin	Millar	Con	Aberconwy	2019-12-13	9999-12-31
42387	Maria	Miller	Con	Basingstoke	2019-12-13	9999-12-31
42146	Amanda	Milling	Con	Cannock Chase	2019-12-13	9999-12-31
42271	Nigel	Mills	Con	Amber Valley	2019-12-13	9999-12-31
42276	Navendu	Mishra	Lab	Stockport	2019-12-13	9999-12-31
42432	Andrew	Mitchell	Con	Sutton Coldfield	2019-12-13	9999-12-31
42680	Gagan	Mohindra	Con	South West Hertfordshire	2019-12-13	9999-12-31
42218	Francie	Molloy	SF	Mid Ulster	2019-12-13	9999-12-31
42576	Carol	Monaghan	SNP	Glasgow North West	2019-12-13	9999-12-31
42691	Robbie	Moore	Con	Keighley	2019-12-13	9999-12-31
42129	Damien	Moore	Con	Southport	2019-12-13	9999-12-31
42701	Layla	Moran	LDem	Oxford West and Abingdon	2019-12-13	9999-12-31
42573	Penny	Mordaunt	Con	Portsmouth North	2019-12-13	9999-12-31
42196	Jessica	Morden	Lab	Newport East	2019-12-13	9999-12-31
42741	Helen	Morgan	LDem	North Shropshire	2021-12-16	9999-12-31
42394	Stephen	Morgan	Lab	Portsmouth South	2019-12-13	9999-12-31
42313	Grahame	Morris	Lab	Easington	2019-12-13	9999-12-31
42532	David	Morris	Con	Morecambe and Lunesdale	2019-12-13	9999-12-31
42163	Anne Marie	Morris	Con	Newton Abbot	2019-12-13	9999-12-31
42681	James	Morris	Con	Halesowen and Rowley Regis	2019-12-13	9999-12-31
42435	Joy	Morrissey	Con	Beaconsfield	2019-12-13	9999-12-31
42733	Jill	Mortimer	Con	Hartlepool	2021-05-07	9999-12-31
42328	Wendy	Morton	Con	Aldridge-Brownhills	2019-12-13	9999-12-31
42486	Kieran	Mullan	Con	Crewe and Nantwich	2019-12-13	9999-12-31
42165	Holly	Mumby-Croft	Con	Scunthorpe	2019-12-13	9999-12-31
42620	David	Mundell	Con	Dumfriesshire, Clydesdale and Tweeddale	2019-12-13	9999-12-31
42705	Sheryll	Murray	Con	South East Cornwall	2019-12-13	9999-12-31
42133	James	Murray	Lab	Ealing North	2019-12-13	9999-12-31
42481	Ian	Murray	Lab	Edinburgh South	2019-12-13	9999-12-31
42543	Andrew	Murrison	Con	South West Wiltshire	2019-12-13	9999-12-31
42217	Lisa	Nandy	Lab	Wigan	2019-12-13	9999-12-31
42433	Bob	Neill	Con	Bromley and Chislehurst	2019-12-13	9999-12-31
42201	Gavin	Newlands	SNP	Paisley and Renfrewshire North	2019-12-13	9999-12-31
42488	Charlotte	Nichols	Lab	Warrington North	2019-12-13	9999-12-31
42378	Lia	Nici	Con	Great Grimsby	2019-12-13	9999-12-31
42186	John	Nicolson	SNP	Ochil and South Perthshire	2019-12-13	9999-12-31
42453	Caroline	Nokes	Con	Romsey and Southampton North	2019-12-13	9999-12-31
42688	Jesse	Norman	Con	Hereford and South Herefordshire	2019-12-13	9999-12-31
42164	Alex	Norris	Lab	Nottingham North	2019-12-13	9999-12-31
42552	Neil	O&#39;Brien	Con	Harborough	2019-12-13	9999-12-31
42712	Brendan	O&#39;Hara	SNP	Argyll and Bute	2019-12-13	9999-12-31
42699	Matthew	Offord	Con	Hendon	2019-12-13	9999-12-31
42289	Sarah	Olney	LDem	Richmond Park	2019-12-13	9999-12-31
42077	Chi	Onwurah	Lab	Newcastle upon Tyne Central	2019-12-13	9999-12-31
42337	Guy	Opperman	Con	Hexham	2019-12-13	9999-12-31
42310	Abena	Oppong-Asare	Lab	Erith and Thamesmead	2019-12-13	9999-12-31
42211	Kate	Osamor	Lab	Edmonton	2019-12-13	9999-12-31
42097	Kate	Osborne	Lab	Jarrow	2019-12-13	9999-12-31
42244	Kirsten	Oswald	SNP	East Renfrewshire	2019-12-13	9999-12-31
42665	Taiwo	Owatemi	Lab	Coventry North West	2019-12-13	9999-12-31
42227	Sarah	Owen	Lab	Luton North	2019-12-13	9999-12-31
42657	Ian	Paisley Jnr	DUP	North Antrim	2019-12-13	9999-12-31
42678	Neil	Parish	Con	Tiverton and Honiton	2019-12-13	2022-05-04
42388	Priti	Patel	Con	Witham	2019-12-13	9999-12-31
42586	Owen	Paterson	Con	North Shropshire	2019-12-13	2021-11-05
42123	Mark	Pawsey	Con	Rugby	2019-12-13	9999-12-31
42106	Stephanie	Peacock	Lab	Barnsley East	2019-12-13	9999-12-31
42110	Mike	Penning	Con	Hemel Hempstead	2019-12-13	9999-12-31
42417	Matthew	Pennycook	Lab	Greenwich and Woolwich	2019-12-13	9999-12-31
42631	John	Penrose	Con	Weston-Super-Mare	2019-12-13	9999-12-31
42558	Andrew	Percy	Con	Brigg and Goole	2019-12-13	9999-12-31
42484	Toby	Perkins	Lab	Chesterfield	2019-12-13	9999-12-31
42502	Jess	Phillips	Lab	Birmingham, Yardley	2019-12-13	9999-12-31
42078	Bridget	Phillipson	Lab	Houghton and Sunderland South	2019-12-13	9999-12-31
42720	Chris	Philp	Con	Croydon South	2019-12-13	9999-12-31
42420	Christopher	Pincher	Con	Tamworth	2019-12-13	9999-12-31
42660	Luke	Pollard	Lab	Plymouth, Sutton and Devonport	2019-12-13	9999-12-31
42386	Daniel	Poulter	Con	Central Suffolk and North Ipswich	2019-12-13	9999-12-31
42628	Rebecca	Pow	Con	Taunton Deane	2019-12-13	9999-12-31
42519	Lucy	Powell	Lab	Manchester Central	2019-12-13	9999-12-31
42595	Victoria	Prentis	Con	Banbury	2019-12-13	9999-12-31
42321	Mark	Pritchard	Con	The Wrekin	2019-12-13	9999-12-31
42663	Tom	Pursglove	Con	Corby	2019-12-13	9999-12-31
42734	Anum	Qaisar	SNP	Airdrie and Shotts	2021-05-14	9999-12-31
42721	Jeremy	Quin	Con	Horsham	2019-12-13	9999-12-31
42155	Will	Quince	Con	Colchester	2019-12-13	9999-12-31
42200	Yasmin	Qureshi	Lab	Bolton South East	2019-12-13	9999-12-31
42287	Dominic	Raab	Con	Esher and Walton	2019-12-13	9999-12-31
42280	Tom	Randall	Con	Gedling	2019-12-13	9999-12-31
42423	Angela	Rayner	Lab	Ashton-under-Lyne	2019-12-13	9999-12-31
42198	John	Redwood	Con	Wokingham	2019-12-13	9999-12-31
42717	Steve	Reed	Lab	Croydon North	2019-12-13	9999-12-31
42253	Christina	Rees	Lab	Neath	2019-12-13	9999-12-31
42345	Jacob	Rees-Mogg	Con	North East Somerset	2019-12-13	9999-12-31
42380	Rachel	Reeves	Lab	Leeds West	2019-12-13	9999-12-31
42138	Ellie	Reeves	Lab	Lewisham West and Penge	2019-12-13	9999-12-31
42604	Jonathan	Reynolds	Lab	Stalybridge and Hyde	2019-12-13	9999-12-31
42340	Bell	Ribeiro-Addy	Lab	Streatham	2019-12-13	9999-12-31
42268	Nicola	Richards	Con	West Bromwich East	2019-12-13	9999-12-31
42245	Angela	Richardson	Con	Guildford	2019-12-13	9999-12-31
42370	Marie	Rimmer	Lab	St Helens South and Whiston	2019-12-13	9999-12-31
42322	Rob	Roberts	Con	Delyn	2019-12-13	2021-05-24
42740	Rob	Roberts	Independent	Delyn	2021-05-25	9999-12-31
42617	Laurence	Robertson	Con	Tewkesbury	2019-12-13	9999-12-31
42339	Gavin	Robinson	DUP	Belfast East	2019-12-13	9999-12-31
42475	Mary	Robinson	Con	Cheadle	2019-12-13	9999-12-31
42384	Matt	Rodda	Lab	Reading East	2019-12-13	9999-12-31
42239	Andrew	Rosindell	Con	Romford	2019-12-13	9999-12-31
42296	Douglas	Ross	Con	Moray	2019-12-13	9999-12-31
42409	Lee	Rowley	Con	North East Derbyshire	2019-12-13	9999-12-31
42247	Dean	Russell	Con	Watford	2019-12-13	9999-12-31
42549	Lloyd	Russell-Moyle	Lab	Brighton, Kemptown	2019-12-13	9999-12-31
42335	David	Rutley	Con	Macclesfield	2019-12-13	9999-12-31
42500	Gary	Sambrook	Con	Birmingham, Northfield	2019-12-13	9999-12-31
42167	Liz	Saville-Roberts	PC	Dwyfor Meirionnydd	2019-12-13	9999-12-31
42468	Selaine	Saxby	Con	North Devon	2019-12-13	9999-12-31
42476	Paul	Scully	Con	Sutton and Cheam	2019-12-13	9999-12-31
42418	Bob	Seely	Con	Isle of Wight	2019-12-13	9999-12-31
42305	Andrew	Selous	Con	South West Bedfordshire	2019-12-13	9999-12-31
42081	Naseem	Shah	Lab	Bradford West	2019-12-13	9999-12-31
42221	Jim	Shannon	DUP	Strangford	2019-12-13	9999-12-31
42667	Grant	Shapps	Con	Welwyn Hatfield	2019-12-13	9999-12-31
42591	Alok	Sharma	Con	Reading West	2019-12-13	9999-12-31
42260	Virendra	Sharma	Lab	Ealing, Southall	2019-12-13	9999-12-31
42638	Barry	Sheerman	Lab	Huddersfield	2019-12-13	9999-12-31
42523	Alec	Shelbrooke	Con	Elmet and Rothwell	2019-12-13	9999-12-31
42661	Tommy	Sheppard	SNP	Edinburgh East	2019-12-13	9999-12-31
42342	Tulip	Siddiq	Lab	Hampstead and Kilburn	2019-12-13	9999-12-31
42516	David	Simmonds	Con	Ruislip, Northwood and Pinner	2019-12-13	9999-12-31
42493	Chris	Skidmore	Con	Kingswood	2019-12-13	9999-12-31
42361	Andrew	Slaughter	Lab	Hammersmith	2019-12-13	9999-12-31
42316	Alyn	Smith	SNP	Stirling	2019-12-13	9999-12-31
42401	Nick	Smith	Lab	Blaenau Gwent	2019-12-13	9999-12-31
42448	Cat	Smith	Lab	Lancaster and Fleetwood	2019-12-13	9999-12-31
42471	Henry	Smith	Con	Crawley	2019-12-13	9999-12-31
42555	Julian	Smith	Con	Skipton and Ripon	2019-12-13	9999-12-31
42575	Chloe	Smith	Con	Norwich North	2019-12-13	9999-12-31
42647	Royston	Smith	Con	Southampton, Itchen	2019-12-13	9999-12-31
42683	Jeff	Smith	Lab	Manchester, Withington	2019-12-13	9999-12-31
42707	Greg	Smith	Con	Buckingham	2019-12-13	9999-12-31
42463	Karin	Smyth	Lab	Bristol South	2019-12-13	9999-12-31
42447	Alex	Sobel	Lab	Leeds North West	2019-12-13	9999-12-31
42670	Amanda	Solloway	Con	Derby North	2019-12-13	9999-12-31
42242	John	Spellar	Lab	Warley	2019-12-13	9999-12-31
42625	Mark	Spencer	Con	Sherwood	2019-12-13	9999-12-31
42504	Ben	Spencer	Con	Runnymede and Weybridge	2019-12-13	9999-12-31
42376	Alexander	Stafford	Con	Rother Valley	2019-12-13	9999-12-31
42587	Keir	Starmer	Lab	Holborn and St Pancras	2019-12-13	9999-12-31
42581	Chris	Stephens	SNP	Glasgow South West	2019-12-13	9999-12-31
42251	Andrew	Stephenson	Con	Pendle	2019-12-13	9999-12-31
42526	Jo	Stevens	Lab	Cardiff Central	2019-12-13	9999-12-31
42122	John	Stevenson	Con	Carlisle	2019-12-13	9999-12-31
42169	Jane	Stevenson	Con	Wolverhampton North East	2019-12-13	9999-12-31
42637	Iain	Stewart	Con	Milton Keynes South	2019-12-13	9999-12-31
42457	Bob	Stewart	Con	Beckenham	2019-12-13	9999-12-31
42646	Jamie	Stone	LDem	Caithness, Sutherland and Easter Ross	2019-12-13	9999-12-31
42715	Gary	Streeter	Con	South West Devon	2019-12-13	9999-12-31
42643	Wes	Streeting	Lab	Ilford North	2019-12-13	9999-12-31
42613	Mel	Stride	Con	Central Devon	2019-12-13	9999-12-31
42554	Graham	Stringer	Lab	Blackley and Broughton	2019-12-13	9999-12-31
42368	Graham	Stuart	Con	Beverley and Holderness	2019-12-13	9999-12-31
42610	Julian	Sturdy	Con	York Outer	2019-12-13	9999-12-31
42635	Zarah	Sultana	Lab	Coventry South	2019-12-13	9999-12-31
42455	Rishi	Sunak	Con	Richmond (Yorks)	2019-12-13	9999-12-31
42356	James	Sunderland	Con	Bracknell	2019-12-13	9999-12-31
42479	Desmond	Swayne	Con	New Forest West	2019-12-13	9999-12-31
42687	Robert	Syms	Con	Poole	2019-12-13	9999-12-31
42534	Mark	Tami	Lab	Alyn and Deeside	2019-12-13	9999-12-31
42642	Sam	Tarry	Lab	Ilford South	2019-12-13	9999-12-31
42580	Alison	Thewliss	SNP	Glasgow Central	2019-12-13	9999-12-31
42726	Derek	Thomas	Con	St Ives	2019-12-13	9999-12-31
42452	Gareth	Thomas	Lab	Harrow West	2019-12-13	9999-12-31
42234	Nick	Thomas-Symonds	Lab	Torfaen	2019-12-13	9999-12-31
42261	Owen	Thompson	SNP	Midlothian	2019-12-13	9999-12-31
42679	Richard	Thomson	SNP	Gordon	2019-12-13	9999-12-31
42254	Emily	Thornberry	Lab	Islington South and Finsbury	2019-12-13	9999-12-31
42278	Maggie	Throup	Con	Erewash	2019-12-13	9999-12-31
42402	Stephen	Timms	Lab	East Ham	2019-12-13	9999-12-31
42344	Edward	Timpson	Con	Eddisbury	2019-12-13	9999-12-31
42489	Kelly	Tolhurst	Con	Rochester and Strood	2019-12-13	9999-12-31
42085	Justin	Tomlinson	Con	North Swindon	2019-12-13	9999-12-31
42692	Michael	Tomlinson	Con	Mid Dorset and North Poole	2019-12-13	9999-12-31
42302	Craig	Tracey	Con	North Warwickshire	2019-12-13	9999-12-31
42551	Anne-Marie	Trevelyan	Con	Berwick-upon-Tweed	2019-12-13	9999-12-31
42564	Jon	Trickett	Lab	Hemsworth	2019-12-13	9999-12-31
42319	Laura	Trott	Con	Sevenoaks	2019-12-13	9999-12-31
42706	Elizabeth	Truss	Con	South West Norfolk	2019-12-13	9999-12-31
42606	Thomas	Tugendhat	Con	Tonbridge and Malling	2019-12-13	9999-12-31
42273	Karl	Turner	Lab	Kingston upon Hull East	2019-12-13	9999-12-31
42087	Derek	Twigg	Lab	Halton	2019-12-13	9999-12-31
42158	Liz	Twist	Lab	Blaydon	2019-12-13	9999-12-31
42465	Shailesh	Vara	Con	North West Cambridgeshire	2019-12-13	9999-12-31
42286	Valerie	Vaz	Lab	Walsall South	2019-12-13	9999-12-31
42324	Matt	Vickers	Con	Stockton South	2019-12-13	9999-12-31
42425	Martin	Vickers	Con	Cleethorpes	2019-12-13	9999-12-31
42698	Theresa	Villiers	Con	Chipping Barnet	2019-12-13	9999-12-31
42742	Christian	Wakeford	Lab	Bury South	2022-01-19	9999-12-31
42415	Christian	Wakeford	Con	Bury South	2019-12-13	2022-01-18
42091	Charles	Walker	Con	Broxbourne	2019-12-13	9999-12-31
42279	Robin	Walker	Con	Worcester	2019-12-13	9999-12-31
42467	Ben	Wallace	Con	Wyre and Preston North	2019-12-13	9999-12-31
42248	Jamie	Wallis	Con	Bridgend	2019-12-13	9999-12-31
42703	David	Warburton	Con	Somerton and Frome	2019-12-13	9999-12-31
42602	Matt	Warman	Con	Boston and Skegness	2019-12-13	9999-12-31
42307	Giles	Watling	Con	Clacton	2019-12-13	9999-12-31
42711	Suzanne	Webb	Con	Stourbridge	2019-12-13	9999-12-31
42731	Claudia	Webbe	Independent	Leicester East	2020-09-28	9999-12-31
42111	Claudia	Webbe	Lab	Leicester East	2019-12-13	2020-09-27
42550	Catherine	West	Lab	Hornsey and Wood Green	2019-12-13	9999-12-31
42557	Matt	Western	Lab	Warwick and Leamington	2019-12-13	9999-12-31
42749	Andrew	Western	Lab	Stretford and Urmston	2022-12-16	9999-12-31
42473	Helen	Whately	Con	Faversham and Mid Kent	2019-12-13	9999-12-31
42406	Heather	Wheeler	Con	South Derbyshire	2019-12-13	9999-12-31
42648	Alan	Whitehead	Lab	Southampton, Test	2019-12-13	9999-12-31
42650	Philippa	Whitford	SNP	Central Ayrshire	2019-12-13	9999-12-31
42112	Mick	Whitley	Lab	Birkenhead	2019-12-13	9999-12-31
42608	Craig	Whittaker	Con	Calder Valley	2019-12-13	9999-12-31
42627	John	Whittingdale	Con	Maldon	2019-12-13	9999-12-31
42304	Nadia	Whittome	Lab	Nottingham East	2019-12-13	9999-12-31
42538	Bill	Wiggin	Con	North Herefordshire	2019-12-13	9999-12-31
42382	James	Wild	Con	North West Norfolk	2019-12-13	9999-12-31
42315	Hywel	Williams	PC	Arfon	2019-12-13	9999-12-31
42360	Craig	Williams	Con	Montgomeryshire	2019-12-13	9999-12-31
42485	Gavin	Williamson	Con	South Staffordshire	2019-12-13	9999-12-31
42393	Sammy	Wilson	DUP	East Antrim	2019-12-13	9999-12-31
42214	Munira	Wilson	LDem	Twickenham	2019-12-13	9999-12-31
42237	Beth	Winter	Lab	Cynon Valley	2019-12-13	9999-12-31
42330	Rosie	Winterton	Lab	Doncaster Central	2019-12-13	9999-12-31
42190	Pete	Wishart	SNP	Perth and North Perthshire	2019-12-13	9999-12-31
42583	Mike	Wood	Con	Dudley South	2019-12-13	9999-12-31
42371	William	Wragg	Con	Hazel Grove	2019-12-13	9999-12-31
42352	Jeremy	Wright	Con	Kenilworth and Southam	2019-12-13	9999-12-31
42596	Mohammad	Yasin	Lab	Bedford	2019-12-13	9999-12-31
42168	Jacob	Young	Con	Redcar	2019-12-13	9999-12-31
42132	Nadhim	Zahawi	Con	Stratford-on-Avon	2019-12-13	9999-12-31
42506	Daniel	Zeichner	Lab	Cambridge	2019-12-13	9999-12-31
