division_id	division_date	division_name
34868	2021-09-10	Speaker&#8217;s Statement
36795	2021-09-13	Dissolution and Calling of Parliament Bill (Instruction)
36796	2021-09-13	Dissolution and Calling of Parliament Bill &#8212; Clause 2 - Revival of prerogative powers to dissolve Parliament and to call a new Parliament
36797	2021-09-13	Dissolution and Calling of Parliament Bill &#8212; Clause 2 - Revival of prerogative powers to dissolve Parliament and to call a new Parliament
36798	2021-09-14	Health and Social Care Levy Bill
36799	2021-09-14	Health and Social Care Levy Bill
36800	2021-09-14	Health and Social Care Levy Bill &#8212; Clause 2 - Destination of proceeds of health and social care levy
36801	2021-09-14	Health and Social Care Levy Bill &#8212; New Clause 3 - Review of revenue effects of Act
36802	2021-09-14	Health and Social Care Levy Bill &#8212; New Clause 5 - Review of equality impact of Act
36803	2021-09-14	Health and Social Care Levy Bill &#8212; New Clause 5 - Review of equality impact of Act
35532	2021-09-15	Universal Credit and Working Tax Credits
36804	2021-09-15	Withdrawal from Afghanistan: Joint Committee
36805	2021-09-20	Social Security (Up-rating of Benefits) Bill
36806	2021-09-20	Social Security (Up-rating of Benefits) Bill
36807	2021-09-20	Social Security (Up-rating of Benefits) Bill &#8212; New Clause 2 - Review
36808	2021-09-20	Social Security (Up-rating of Benefits) Bill &#8212; New Clause 2 - Review
36809	2021-09-20	Elections Bill (Instruction)
36810	2021-09-21	Working People&#8217;s Finances: Government Policy
36811	2021-09-22	Compensation (London Capital &amp; Finance plc and Fraud Compensation Fund) Bill &#8212; Clause 1 - Compensation payments to customers of London Capital &amp; Finance PLC
36812	2021-09-22	Subsidy Control Bill
36813	2021-10-19	Independent Expert Panel Recommendations for Sanctions and the Recall of MPs Act 2015
36814	2021-10-19	Supporting Small Business
36815	2021-10-20	Environment Bill &#8212; Clause 2 - Environmental targets: particulate matter
36816	2021-10-20	Environment Bill &#8212; Clause 4 - Environmental targets: effect
36817	2021-10-20	Environment Bill &#8212; Clause 18 - Policy statement on environmental principles
36818	2021-10-20	Environment Bill &#8212; Clause 24 - Guidance on the OEP&#8217;s enforcement policy and functions
36819	2021-10-20	Environment Bill &#8212; After Clause 72 - Protection of pollinators from pesticides
36820	2021-10-20	Environment Bill &#8212; After Clause 78 - Storm overflows
36821	2021-10-20	Environment Bill &#8212; After Clause 106 - Habitats Regulations: limits on powers to amend
36822	2021-10-20	Environment Bill &#8212; After Clause 106 - Habitats Regulations: limits on powers to amend
35552	2021-10-22	Prayers
35553	2021-10-22	Employment and Trade Union Rights (Dismissal and Re-engagement) Bill
36823	2021-10-26	Judicial Review and Courts Bill
36824	2021-11-02	6. Surcharge on banking companies
36825	2021-11-02	7. Income tax (attribution of trade profits etc to a tax year)
35557	2021-11-03	Committee on Standards
35558	2021-11-03	Committee on Standards
35559	2021-11-03	Nuclear Energy (Financing) Bill
36826	2021-11-03	Nuclear energy (financing) Bill (PROGRAMME)
36827	2021-11-08	Environment Bill &#8212; Clause 24 - Guidance on the OEP&#8217;s Enforcement Policy and Functions
36828	2021-11-08	Environment Bill &#8212; After Clause 78 - Storm overflows
35563	2021-11-08	Telecommunications (Security) Bill &#8212; After Clause 23 - Network Diversification
36829	2021-11-08	Telecommunications (Security) Bill &#8212; After Clause 23 - Network Diversification
36830	2021-11-15	Social Security (Up-rating of Benefits) Bill &#8212; Clause 1 - Up-rating of state pension and certain other benefits following review in tax year 2021-22
36831	2021-11-15	Social Security (Up-rating of Benefits) Bill &#8212; Clause 1 - Up-rating of state pension and certain other benefits following review in tax year 2021-22
36832	2021-11-16	Finance (No. 2) Bill
36833	2021-11-16	Finance (No. 2) Bill
36834	2021-11-17	Strengthening Standards in Public Life
36835	2021-11-17	Strengthening Standards in Public Life
35571	2021-11-22	Health and Care Bill &#8212; New Clause 4 - Packaging and labelling of nicotine products
36836	2021-11-22	Health and Care Bill &#8212; New Clause 16 - Annual report on alcohol treatment services: assessment of outcomes
36837	2021-11-22	Health and Care Bill &#8212; New Clause 49 - Cap on Care Costs for charging Purposes
36838	2021-11-22	Health and Care Bill &#8212; Clause 69 - Procurement regulations
35575	2021-11-22	Health and Care Bill &#8212; Schedule 2 - Integrated care boards: constitution etc
36839	2021-11-23	Health and Care Bill &#8212; New Clause 12
36840	2021-11-23	Health and Care Bill &#8212; Clause 34 - Report on assessing and meeting workforce needs
36841	2021-11-23	Health and Care Bill &#8212; Clause 39 - Reconfiguration of services: intervention powers
36842	2021-11-23	Health and Care Bill &#8212; Clause 135 - Regulations
36843	2021-11-23	Health and Care Bill &#8212; Clause 138 - Commencement
36844	2021-11-30	Public Health
36845	2021-11-30	Public Health
36846	2021-11-30	Conduct of the Right Hon. Member for Uxbridge and South Ruislip
35586	2021-12-01	Finance (No. 2) Bill &#8212; Clause 6 - Rate of surcharge and surcharge allowance
35587	2021-12-01	Finance (No. 2) Bill &#8212; New Clause 10 - Assessment of annual investment allowance
35588	2021-12-01	Finance (No. 2) Bill &#8212; New Clause 5 - Reviews of Economic Crime (Anti-money Laundering) Levy
35589	2021-12-01	Finance (No. 2) Bill &#8212; New Clause 7 - Reporting on provisions relating to publication of information about tax avoidance schemes
35590	2021-12-03	Prayers
35591	2021-12-03	Copyright (Rights and Remuneration of Musicians, etc.) Bill
36847	2021-12-06	Armed Forces Bill &#8212; Clause 7 - Concurrent jurisdiction
36848	2021-12-06	Armed Forces Bill &#8212; Clause 8 - Armed Forces Covenant
36849	2021-12-07	Nationality and Borders Bill &#8212; New Clause 2 - Acquisition by registration: Descendants of those born on British Indian Ocean Territory
36850	2021-12-07	Nationality and Borders Bill &#8212; New Clause 8 - Children registering as British citizens: fees &#8212; 
36851	2021-12-07	Nationality and Borders Bill &#8212; New Clause 50 - Advertising assistance for unlawful immigration to the United Kingdom
35597	2021-12-07	Nationality and Borders Bill &#8212; New Clause 52 - Non-UK service personnel: waiver of fees
36852	2021-12-07	Nationality and Borders Bill &#8212; Clause 39 - Illegal entry and similar offences
36853	2021-12-07	Nationality and Borders Bill &#8212; Schedule 6 - Maritime Enforcement
35600	2021-12-08	Nationality and Borders Bill &#8212; New Clause 3 - Offence of human trafficking for sexual exploitation
35601	2021-12-08	Nationality and Borders Bill &#8212; New Clause 6 - Exemption for child victims of modern slavery, exploitation or trafficking
36854	2021-12-08	Nationality and Borders Bill &#8212; Clause 58 - Late compliance with slavery or trafficking information notice: damage to credibility
36855	2021-12-08	Nationality and Borders Bill &#8212; Clause 82 - Commencement
35604	2021-12-08	Rail Investment and Integrated Rail Plan
35605	2021-12-10	Prayers - <i> [Mr Speaker in the Chair] </i>
36856	2021-12-13	Subsidy Control Bill &#8212; New Clause 1 - Exemption: agriculture
36857	2021-12-13	Subsidy Control Bill &#8212; Clause 11 - Subsidies and schemes of interest or particular interest
36858	2021-12-13	Subsidy Control Bill &#8212; Schedule 1 - The subsidy control principles
35609	2021-12-14	Public Health
36859	2021-12-14	Public Health
36860	2021-12-14	Public Health
36861	2022-01-10	Nuclear Energy (Financing) Bill &#8212; Clause 1 - Key definitions for Part 1
36862	2022-01-10	Nuclear Energy (Financing) Bill &#8212; Clause 6 - Licence modifications: designated nuclear companies
36863	2022-01-10	Nuclear Energy (Financing) Bill &#8212; Clause 7 - Licence modifications: relevant licensee nuclear companies
36864	2022-01-10	Nuclear Energy (Financing) Bill &#8212; Clause 7 - Licence modifications: relevant licensee nuclear companies
36865	2022-01-10	Charter for Budget Responsibility and Welfare Cap
36866	2022-01-10	Welfare Cap
36867	2022-01-11	Household Energy Bills: VAT
35619	2022-01-11	Reducing Costs for Businesses
36868	2022-01-17	Elections Bill &#8212; New Clause 1 - Voting from age 16 in parliamentary elections
36869	2022-01-17	Elections Bill &#8212; New Clause 2 - Permissible donors
36870	2022-01-17	Elections Bill &#8212; Clause 1 - Voter identification
36871	2022-01-17	Elections Bill &#8212; Clause 26 - Joint campaigning by registered parties and third parties
36872	2022-01-17	Elections Bill &#8212; Schedule 10 - Illegal practices
35625	2022-01-19	Building Safety Bill &#8212; New Clause 3
35626	2022-01-21	Prayers - <i> [Mr Speaker in the Chair] </i>
35627	2022-01-24	Cost of Living Increases
36873	2022-01-24	Leasehold Reform (Ground Rent) Bill [Lords] &#8212; New Clause 1 - Ground rent for existing long leases
36874	2022-01-25	Judicial Review and Courts Bill &#8212; New Clause 4 - Publicly funded legal representation for bereaved people at inquests
36875	2022-01-25	Judicial Review and Courts Bill &#8212; Clause 1 - Quashing orders
36876	2022-01-25	Judicial Review and Courts Bill &#8212; Clause 2 - Exclusion of review of Upper Tribunal&#8217;s permission-to-appeal decisions
36877	2022-01-25	Judicial Review and Courts Bill &#8212; Clause 3 - Automatic online conviction and penalty for certain summary offences
36878	2022-01-25	Judicial Review and Courts Bill &#8212; Clause 9 - Powers to proceed if accused absent from allocation hearing
36879	2022-01-25	Judicial Review and Courts Bill &#8212; Clause 21 - The Online Procedure Rule Committee
36880	2022-01-25	Judicial Review and Courts Bill &#8212; Schedule 5 - Employment tribunal procedure rules: further provision
35636	2022-01-26	Delegated Legislation &#8212; Trade Unions
35637	2022-01-26	Delegated Legislation &#8212; Trade Unions
36881	2022-01-31	Advanced Research and Invention Agency Bill &#8212; Clause 2 - ARIA&#8217;s functions
35639	2022-02-01	Oil and Gas Producers: Windfall Tax
36882	2022-02-02	Finance (No. 2) Bill &#8212; New Clause 17 - Impact of Act on tackling climate change
36883	2022-02-02	Finance (No. 2) Bill &#8212; New Clause 27 - Review of Economic crime (anti-money laundering) levy
36884	2022-02-02	Finance (No. 2) Bill &#8212; Clause 6 - Rate of surcharge and surcharge allowance
36885	2022-02-02	Finance (No. 2) Bill &#8212; Schedule 5 - Insurance contracts: change in accounting standards
35644	2022-02-04	Prayers - <i> [Mr Speaker in the Chair] </i>
36886	2022-02-07	Social Security and Pensions
36887	2022-02-09	Deferred Division &#8212; Financial Services
36888	2022-02-21	Skills and Post-16 Education Bill [Lords] &#8212; New Clause 14 - Recognition of skills in the energy sector
36889	2022-02-21	Skills and Post-16 Education Bill [Lords] &#8212; Clause 2 - Designation of employer representative bodies
36890	2022-02-21	Skills and Post-16 Education Bill [Lords] &#8212; Clause 14 - Information about technical education and training: access to English schools
36891	2022-02-22	Public Service Pensions and Judicial Offices Bill [Lords] &#8212; New Clause 1 - Guidance to public service pension scheme managers on investment decisions
36892	2022-02-22	Public Service Pensions and Judicial Offices Bill [Lords] &#8212; New Clause 8 - Compensation of losses incurred by closure of legacy schemes
35652	2022-02-23	Non-commissioned Exempt Accommodation
35653	2022-02-25	Prayers - <i> [Mr Speaker in the Chair] </i>
36893	2022-02-28	Police, Crime, Sentencing and Courts Bill &#8212; Clause 7 - Duties to collaborate and plan to prevent and reduce serious violence
36894	2022-02-28	Police, Crime, Sentencing and Courts Bill &#8212; Clause 141 - Serious violence reduction orders: piloting
36895	2022-02-28	Police, Crime, Sentencing and Courts Bill &#8212; After Clause 170 - Offence of Requiring or Accepting Sexual Relations as a Condition of Accommodation
36896	2022-02-28	Police, Crime, Sentencing and Courts Bill &#8212; Clause 139 - Secure 16 to 19 Academies
36897	2022-02-28	Police, Crime, Sentencing and Courts Bill &#8212; After Clause 54 - Accountability of public authorities: duties on police workforce
36898	2022-02-28	Police, Crime, Sentencing and Courts Bill &#8212; Clause 56 - Imposing Conditions on Public Assemblies
36899	2022-02-28	Police, Crime, Sentencing and Courts Bill &#8212; Clause 58 - Obstruction of vehicular access to Parliament
36900	2022-02-28	Police, Crime, Sentencing and Courts Bill &#8212; Clause 61 - Imposing conditions on one-person protests
36901	2022-03-01	National Insurance Contributions Bill &#8212; Clause 2 - Freeport conditions
36902	2022-03-01	National Insurance Contributions Bill &#8212; Clause 7 - Veteran conditions
36903	2022-03-02	Deferred Divisions &#8212; Social Security
36904	2022-03-02	Deferred Divisions &#8212; Social Security
36905	2022-03-07	Economic Crime (Transparency and Enforcement) Bill &#8212; New Clause 2 - Report on funding of enforcement agencies
35667	2022-03-07	Economic Crime (Transparency and Enforcement) Bill &#8212; New Clause 7 - 38A Further reforms to Companies House
36906	2022-03-07	Economic Crime (Transparency and Enforcement) Bill &#8212; New Clause 29 - Asset freezing in respect of individuals considered for sanctions
36907	2022-03-09	Deferred Division &#8212; Environmental Protection
36908	2022-03-14	Dissolution and Calling of Parliament Bill &#8212; Clause 2 - Revival of prerogative powers to dissolve Parliament and to call a new Parliament
36909	2022-03-14	Professional Qualifications Bill [Lords] &#8212; Clause 7 - Assistance Centre
36910	2022-03-14	Professional Qualifications Bill [Lords] &#8212; Clause 16 - Authority by whom regulations may be made
35673	2022-03-14	Animal Welfare (Sentience) Bill [Lords] &#8212; New Clause 1 - Duty to prepare an Animal Sentience Strategy
35674	2022-03-14	Animal Welfare (Sentience) Bill [Lords] &#8212; New clause 3 - Report on the use of sentient animals in animal experimentation in government policy
35675	2022-03-14	Animal Welfare (Sentience) Bill [Lords] &#8212; New Clause 5 - Report on the impact of Government policy on river pollution on sentient animals
35676	2022-03-18	Prayers - <i> [Mr Speaker in the Chair] </i>
35677	2022-03-21	P&amp;O Ferries and Employment Rights
36911	2022-03-22	Nationality and Borders Bill &#8212; Clause 9 - Notice of decision to deprive a person of citizenship
36912	2022-03-22	Nationality and Borders Bill &#8212; Before clause 11
36913	2022-03-22	Nationality and Borders Bill &#8212; Clause 11 - Differential treatment of refugees
35681	2022-03-22	Nationality and Borders Bill &#8212; After Clause 12 - Changes to the Immigration Act 1971
36914	2022-03-22	Nationality and Borders Bill &#8212; Clause 28 - Accelerated detained appeals
36915	2022-03-22	Nationality and Borders Bill &#8212; After Clause 37 - Immigration rules: entry to seek asylum and join family
36916	2022-03-22	Nationality and Borders Bill &#8212; After Clause 37 - Refugee resettlement schemes
36917	2022-03-22	Nationality and Borders Bill &#8212; Clause 39 - Article 33(2): particularly serious crime
36918	2022-03-22	Nationality and Borders Bill &#8212; After Clause 56 - Age assessments: restrictions
36919	2022-03-22	Nationality and Borders Bill &#8212; Clause 58 - Appeals relating to age assessments
36920	2022-03-22	Nationality and Borders Bill &#8212; Clause 62 - Identified potential victims etc: disqualification from protection
36921	2022-03-22	Nationality and Borders Bill &#8212; Clause 64 - Identification of Potential Victims of Slavery or Human Trafficking
36922	2022-03-22	Nationality and Borders Bill &#8212; Clause 71 - Electronic travel authorisations
36923	2022-03-28	Skills and Post-16 Education Bill [Lords] &#8212; Clause 7 - Additional powers to approve technical education qualifications
36924	2022-03-28	Police, Crime, Sentencing and Courts Bill &#8212; After Clause 54 - Intimidatory offences aggravated by sex or gender
36925	2022-03-28	Police, Crime, Sentencing and Courts Bill &#8212; Clause 55 - Imposing Conditions on Public Assemblies
36926	2022-03-28	Police, Crime, Sentencing and Courts Bill &#8212; Clause 56 - Imposing conditions on public assemblies
35695	2022-03-29	Delegated Legislation &#8212; Social Security
36927	2022-03-30	Health and Care Bill &#8212; After Clause 148 - Tobacco products statutory scheme: consultation
36928	2022-03-30	Health and Care Bill &#8212; After Clause 148 - Permitted Locations for Abortion Treatment
36929	2022-03-30	Health and Care Bill &#8212; Clause 35 - Report on assessing and meeting workforce needs
36930	2022-03-30	Health and Care Bill &#8212; Clause 40 - Reconfiguration of services: intervention powers
36931	2022-03-30	Health and Care Bill &#8212; Clause 140 - Cap on care costs for charging purposes
36932	2022-03-30	Health and Care Bill &#8212; After Clause 148 - Dispute resolution in children&#8217;s palliative care
36933	2022-04-20	Building Safety Bill &#8212; Before Clause 117 - Meaning of &#8220;relevant building&#8221;
36934	2022-04-20	Building Safety Bill &#8212; Before Clause 117 - Meaning of &#8220;relevant building&#8221;
36935	2022-04-20	Building Safety Bill &#8212; Before Clause 117 - Meaning of &#8220;relevant building&#8221;
36936	2022-04-20	Building Safety Bill &#8212; Before Clause 117 - Meaning of &#8220;relevant building&#8221;
36937	2022-04-20	Nationality and Borders Bill
36938	2022-04-20	Nationality and Borders Bill &#8212; Before Clause 11 - Interpretation of Part 2
36939	2022-04-20	Nationality and Borders Bill &#8212; Clause 11 - Differential treatment of refugees
36940	2022-04-20	Nationality and Borders Bill &#8212; After Clause 12 - Changes to the Immigration Act 1971
36941	2022-04-20	Nationality and Borders Bill &#8212; After Clause 15 - Safe third State: commencement
36942	2022-04-20	Nationality and Borders Bill &#8212; Removal of asylum seeker to safe country
36943	2022-04-20	Nationality and Borders Bill &#8212; After Clause 37 - Immigration Rules: entry to seek asylum and join family
36944	2022-04-20	Nationality and Borders Bill &#8212; After Clause 37 - Refugee resettlement schemes
36945	2022-04-20	Nationality and Borders Bill &#8212; Clause 39 - Illegal entry and similar offences
36946	2022-04-20	Nationality and Borders Bill &#8212; Clause 40 - Assisting unlawful immigration or asylum seeker
36947	2022-04-20	Nationality and Borders Bill &#8212; Clause 62 - Identified potential victims etc: disqualification from protectionClause 62
36948	2022-04-20	Nationality and Borders Bill &#8212; Before Clause 64 - Confirmed victims in England and Wales: assistance and support
36949	2022-04-25	Police, Crime, Sentencing and Courts Bill &#8212; Clause 55 - Imposing conditions on public processions
36950	2022-04-25	Police, Crime, Sentencing and Courts Bill &#8212; Clause 56 - Imposing conditions on public assemblies
36951	2022-04-25	Health and Care Bill &#8212; Clause 35 - Report on assessing and meeting workforce needs
36952	2022-04-25	Health and Care Bill &#8212; Clause 35 - Report on assessing and meeting workforce needs
36953	2022-04-26	Judicial Review and Courts Bill &#8212; Clause 1 - Quashing orders
36954	2022-04-26	Judicial Review and Courts Bill &#8212; Clause 2 - Exclusion of review of Upper Tribunal&#8217;s permission-to-appeal decisions
36955	2022-04-26	Judicial Review and Courts Bill &#8212; After Clause 42 - Publicly funded legal representation for bereaved people at inquests
36956	2022-04-26	Nationality and Borders Bill &#8212; Before Clause 11 - Compliance with the Refugee Convention
36957	2022-04-26	Nationality and Borders Bill &#8212; Before Clause 11 - Compliance with the Refugee Convention
36958	2022-04-26	Nationality and Borders Bill &#8212; Before Clause 11 - Compliance with the Refugee Convention
35728	2022-04-27	Elections Bill
35729	2022-04-27	Elections Bill &#8212; Clause 15 - Strategy and policy statement
35730	2022-04-27	Elections Bill &#8212; Schedule 1 - Voter Identification
36959	2022-05-17	Tackling Short-term and Long-term Cost of Living Increases
36960	2022-05-18	Achieving Economic Growth
36961	2022-05-18	Achieving Economic Growth
36962	2022-05-18	Achieving Economic Growth
36963	2022-05-18	Achieving Economic Growth
36964	2022-05-23	Public Order Bill
36965	2022-05-23	Public Order Bill
36966	2022-05-24	Northern Ireland Troubles (Legacy and Reconciliation) Bill
36249	2022-05-25	Product Security and Telecommunications Infrastructure Bill &#8212; Clause 59 - Upgrading and sharing of apparatus: subsisting agreements
36251	2022-06-07	Standards in Public Life
36967	2022-06-13	Higher Education (Freedom of Speech) Bill &#8212; New Clause 4 - Appointment of the Director for Freedom of Speech and Academic Freedom
36968	2022-06-13	Higher Education (Freedom of Speech) Bill &#8212; Clause 1 - Duties of registered higher education providers
36969	2022-06-14	HM Passport Office Backlog
36970	2022-06-15	Rail Strikes
36971	2022-06-15	Rail Strikes
36260	2022-06-20	High Speed Rail (Crewe - Manchester) Bill
36261	2022-06-21	Adviser on Ministerial Interests
36262	2022-06-22	Deferred Division &#8212; Health and Personal Social Services
36304	2022-06-27	Northern Ireland Protocol Bill
36305	2022-06-29	Northern Ireland Troubles (Legacy and Reconciliation) Bill &#8212; Clause 18 - Immunity from Prosecution
36306	2022-06-29	Northern Ireland Troubles (Legacy and Reconciliation) Bill &#8212; Clause 18 - Immunity from Prosecution
36307	2022-06-29	Northern Ireland Troubles (Legacy and Reconciliation) Bill &#8212; Clause 18 - Immunity from Prosecution
36972	2022-07-04	Northern Ireland Troubles (Legacy and Reconciliation) Bill &#8212; Clause 34 - Grant of immunity: prohibition of criminal enforcement action
36973	2022-07-04	Northern Ireland Troubles (Legacy and Reconciliation) Bill &#8212; Clause 39 - Inquests, investigations and inquiries
36974	2022-07-04	Northern Ireland Troubles (Legacy and Reconciliation) Bill &#8212; Clause 39 - Inquests, investigations and inquiries
36975	2022-07-04	Northern Ireland Troubles (Legacy and Reconciliation) Bill &#8212; New Clause 5 - Revocation of Immunity (No. 2)
36976	2022-07-04	Northern Ireland Troubles (Legacy and Reconciliation) Bill &#8212; New Clause 4 - Offence of glorifying terrorism: Northern Ireland
36977	2022-07-04	Northern Ireland Troubles (Legacy and Reconciliation) Bill &#8212; Schedule 4A - Exempt Offences
36978	2022-07-04	Delegated Legislation &#8212; Modern Slavery
36979	2022-07-11	Energy (Oil and Gas) Profits Levy Bill &#8212; Clause 2 - Additional expenditure treated as incurred for purposes of section 1
36980	2022-07-11	Energy (Oil and Gas) Profits Levy Bill &#8212; Clause 2 - Additional expenditure treated as incurred for purposes of section 1
36981	2022-07-11	Energy (Oil and Gas) Profits Levy Bill &#8212; New Clause 3 - Review of impact of earlier start date of the levy
36982	2022-07-11	Employment Agencies and Trade Unions
36983	2022-07-11	Trade Unions
36984	2022-07-12	Online Safety Bill &#8212; New Clause 3 - Priority illegal content: violence against women and girls
36985	2022-07-12	Online Safety Bill &#8212; Schedule 7 - Priority offences
36986	2022-07-12	Online Safety Bill &#8212; New Clause 14 - Providers&#8217; judgements about the status of content
36987	2022-07-12	Online Safety Bill &#8212; New Clause 7 - Duties regarding user-generated pornographic content: regulated services
36988	2022-07-12	Online Safety Bill &#8212; Clause 182 - Parliamentary procedure for regulations
36989	2022-07-13	Northern Ireland Protocol Bill &#8212; Clause 1 - Overview of main provisions
36990	2022-07-13	Northern Ireland Protocol Bill &#8212; Clause 1 - Overview of main provisions
36991	2022-07-13	Northern Ireland Protocol Bill &#8212; Clause 1 - Overview of main provisions
36992	2022-07-13	Northern Ireland Protocol Bill &#8212; New Clause 10 - Condition prior to limitation of the Northern Ireland Protocol
36993	2022-07-13	Northern Ireland Protocol Bill &#8212; Clause 4 - Movement of goods (including customs): excluded Protocol provision
36994	2022-07-18	Confidence in Her Majesty&#8217;s Government
36344	2022-07-19	Northern Ireland Protocol Bill &#8212; Clause 7 - Regulation of goods: option to choose between dual routes
36345	2022-07-19	Northern Ireland Protocol Bill &#8212; Clause 9 - Regulation of goods: new law
36346	2022-07-19	Northern Ireland Protocol Bill &#8212; New Clause 15 - UK-EU Joint Committee: report to Parliament
36995	2022-07-20	Northern Ireland Protocol Bill &#8212; Clause 13 - Implementation, application, supervision and enforcement of the Protocol
36996	2022-07-20	Northern Ireland Protocol Bill &#8212; Clause 13 - Implementation, application, supervision and enforcement of the Protocol
36997	2022-07-20	Northern Ireland Protocol Bill &#8212; Clause 26
36998	2022-07-20	Northern Ireland Protocol Bill &#8212; New Clause 12 - Adjudications of matters pertaining to international law
36999	2022-07-20	Northern Ireland Protocol Bill &#8212; New Clause 12 - Adjudications of matters pertaining to international law
37000	2022-09-06	Trade (Australia and New Zealand) Bill
36565	2022-10-11	Health and Social Care Levy (Repeal) Bill &#8212; New Clause 1 - Review of effects of Act on revenue sources of health and social care expenditure
37001	2022-10-12	Identity and Language (Northern Ireland) Bill [Lords]
37002	2022-10-17	Energy Prices Bill &#8212; New Clause 3 - Report on additional expenditure treated as incurred for purposes of section 1 of the Energy (Oil and Gas) Profits Levy Act 2022
37003	2022-10-17	Energy Prices Bill &#8212; Manuscript New Clause 18 - Energy support after April 2023
37004	2022-10-17	Energy Prices Bill &#8212; Schedule 6 - Time limits on the exercise of certain powers under this Act
36573	2022-10-18	Public Order Bill &#8212; New Clause 5 - Definition of &#8220;serious disruption&#8221;
36574	2022-10-18	Public Order Bill &#8212; New Clause 11 - Offence of interference with access to or provision of abortion services
36572	2022-10-18	Public Order Bill &#8212; New Clause 4 - Injunction to prevent serious disruption to effective movement of essential goods or services
36581	2022-10-18	Public Order Bill &#8212; Clause 16 - Serious disruption prevention order made on conviction
36582	2022-10-18	Public Order Bill &#8212; New Schedule 1 - Injunctions in Secretary of State proceedings: powers to remand
36577	2022-10-19	Economic Responsibility and a Plan for Growth
37005	2022-10-19	Ban on Fracking for Shale Gas Bill
36584	2022-10-21	Prayers
37006	2022-10-24	Stamp Duty Land Tax (Reduction)
37007	2022-10-24	Stamp Duty Land Tax (Reduction)
37008	2022-10-24	Stamp Duty Land Tax (Reduction) Bill
37009	2022-10-25	NHS Prescriptions (Drug Tariff Labelling)
37010	2022-10-25	Retained EU Law (Revocation and Reform) Bill
37011	2022-10-25	Retained EU Law (Revocation and Reform) Bill
37012	2022-10-25	Other proceedings
37013	2022-10-25	Retained Eu Law (Revocation and Reform) Bill: Money
37014	2022-10-25	Retained Eu Law (Revocation and Reform) Bill: Ways and Means
36607	2022-10-26	Identity and Language (Northern Ireland) Bill [Lords] &#8212; Clause 1 - National and cultural identity
36604	2022-10-26	Identity and Language (Northern Ireland) Bill [Lords] &#8212; Clause 3 - The Ulster Scots and the Ulster British Tradition
36605	2022-10-26	Identity and Language (Northern Ireland) Bill [Lords] &#8212; Clause 6 - Concurrent powers and powers of direction
36606	2022-10-28	Speaker&#8217;s Statement
37015	2022-10-31	Genetic Technology (Precision Breeding) Bill &#8212; New Clause 9 - Power of the Scottish Parliament to legislate on the marketing of precision bred organisms
37016	2022-10-31	Genetic Technology (Precision Breeding) Bill &#8212; Clause 1 - Precision bred organism
37017	2022-10-31	Genetic Technology (Precision Breeding) Bill &#8212; Clause 3 - Restrictions on release of precision bred organism in England
37018	2022-10-31	Genetic Technology (Precision Breeding) Bill &#8212; Clause 13 - Issue of precision bred animal marketing authorisation
37019	2022-10-31	Product Security and Telecommunications Infrastructure Bill &#8212; After Clause 74 - Independent review of the electronic communications code
36618	2022-11-02	Scottish Independence and the Scottish Economy
36619	2022-11-08	State Pension Triple Lock
37020	2022-11-08	Papers Relating to the Home Secretary
37021	2022-11-16	National Security Bill &#8212; New clause 3 - Reviews of Parts 1, 4 and 5
36627	2022-11-16	National Security Bill &#8212; Clause 27 - Offences under Part 2 of the Serious Crime Act 2007
37022	2022-11-16	National Security Bill &#8212; Schedule 13 - Damages at risk of being used for the purposes of terrorism
37023	2022-11-16	National Security Bill &#8212; Schedule 14 - Minor and Consequential Amendments
36629	2022-11-18	Prayers
36631	2022-11-22	3. Basic rate limit and personal allowance for tax years 2026-27 and 2027-28
37024	2022-11-23	Levelling-up and Regeneration Bill &#8212; New Clause 41 - Duty to provide sufficient resources to Combined Authorities and Combined County Authorities
37025	2022-11-23	Levelling-up and Regeneration Bill &#8212; New Clause 46 - Review into business rates system
37026	2022-11-23	Levelling-up and Regeneration Bill &#8212; New Clause 84 - Levelling-up mission: adult literacy
37027	2022-11-23	Levelling-up and Regeneration Bill &#8212; Clause 4 - Changes to mission progress methodology and metrics or target dates
37028	2022-11-28	Finance Bill
37029	2022-11-28	Finance Bill
37030	2022-11-29	Privilege
37031	2022-11-30	Finance Bill &#8212; Clause 5 - Basic rate limit and personal allowance for tax years 2026 and 2027-28
37032	2022-11-30	Finance Bill &#8212; Clause 5 - Basic rate limit and personal allowance for tax years 2026 and 2027-28
37033	2022-11-30	Finance Bill &#8212; New Clause 2 - Review of revenue from the Energy (Oil and Gas) Profits Levy
37034	2022-11-30	Finance Bill &#8212; New Clause 3 - Research and Development tax relief policy
36657	2022-11-30	Finance Bill &#8212; New Clause 3 - Research and Development tax relief policy
37049	2022-12-05	Online Safety Bill &#8212; New Clause 16 - Communication offence for encouraging or assisting self-harm
37050	2022-12-05	Online Safety Bill &#8212; New Clause 17 - Liability of directors for compliance failure
37067	2022-12-05	Online Safety Bill &#8212; New Clause 28 - Establishment of Advocacy Body
37052	2022-12-05	Consideration following re-committal and Third Reading
37054	2022-12-06	NHS Workforce
37055	2022-12-07	Financial Services and Markets Bill &#8212; New Clause 1 - National strategy on financial fraud
37063	2022-12-07	Financial Services and Markets Bill &#8212; New Clause 2 - Local community access to essential in-person banking services
37057	2022-12-07	Financial Services and Markets Bill &#8212; New Clause 7 - Access to Cash: Guaranteed Minimum Provision
